Customer ID,Customer Name,Segment,source_filename,file_month
DK-13225,Dean Katz,Corporate,201903_Orders_2019_04_01_20_39_17.csv,201903
NF-18475,Neil Französisch,Home Office,201903_Orders_2019_04_01_20_39_17.csv,201903
JF-15295,Jason Fortune-,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
RB-19465,Rick Bensley,Home Office,201903_Orders_2019_04_01_20_39_17.csv,201903
AS-10240,Alan Shonely,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
MH-17440,Mark Haberlin,Corporate,201903_Orders_2019_04_01_20_39_17.csv,201903
QJ-19255,Quincy Jones,Corporate,201903_Orders_2019_04_01_20_39_17.csv,201903
CP-12340,Christine Phan,Corporate,201903_Orders_2019_04_01_20_39_17.csv,201903
BN-11515,Bradley Nguyen,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
AZ-10750,Annie Zypern,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
SM-20320,Sean Miller,Home Office,201903_Orders_2019_04_01_20_39_17.csv,201903
SC-20050,Sample Company A,Home Office,201903_Orders_2019_04_01_20_39_17.csv,201903
EK-13795,Eileen Kiefer,Home Office,201903_Orders_2019_04_01_20_39_17.csv,201903
MC-17605,Matt Connell,Corporate,201903_Orders_2019_04_01_20_39_17.csv,201903
KH-16690,Kristen Hastings,Corporate,201903_Orders_2019_04_01_20_39_17.csv,201903
GM-14440,Gary McGarr,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
CB-12025,Cassandra Brandow,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
TS-21205,Thomas Seio,Corporate,201903_Orders_2019_04_01_20_39_17.csv,201903
BF-11275,Beth Fritzler,Corporate,201903_Orders_2019_04_01_20_39_17.csv,201903
CC-12685,Craig Carroll,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
VM-21835,Vivian Mathis,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
BG-11740,Bruce Geld,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
PO-18865,Patrick O'Donnell,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
MS-17710,Maurice Satty,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
CD-11920,Carlos Daly,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
CA-12265,Christina Anderson,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
CS-12505,Cindy Stewart,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
JD-15895,Jonathan Doherty,Corporate,201903_Orders_2019_04_01_20_39_17.csv,201903
DK-12835,Damala Kotsonis,Corporate,201903_Orders_2019_04_01_20_39_17.csv,201903
CV-12295,Christina VanderZanden,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
DR-12940,Daniel Raglin,Home Office,201903_Orders_2019_04_01_20_39_17.csv,201903
MP-18175,Mike Pelletier,Home Office,201903_Orders_2019_04_01_20_39_17.csv,201903
MG-18145,Mike Gockenbach,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
MP-17470,Mark Packer,Home Office,201903_Orders_2019_04_01_20_39_17.csv,201903
NC-18340,Nat Carroll,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
Dl-13600,Dorris liebe,Corporate,201903_Orders_2019_04_01_20_39_17.csv,201903
SG-20890,Susan Gilcrest,Corporate,201903_Orders_2019_04_01_20_39_17.csv,201903
KM-16720,Kunst Miller,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
GA-14725,Guy Armstrong,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
TG-21640,Trudy Glocke,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
KB-16240,Karen Bern,Corporate,201903_Orders_2019_04_01_20_39_17.csv,201903
DD-13570,Dorothy Dickinson,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
JO-15280,Jas O'Carroll,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
AA-10315,Alex Avila,Consumer,201903_Orders_2019_04_01_20_39_17.csv,201903
VF-21715,Vicky Freymann,Home Office,201903_Orders_2019_04_04_08_51_54.csv,201903
DB-13060,Dave Brooks,Consumer,201903_Orders_2019_04_04_08_51_54.csv,201903
SC-20380,Shahid Collister,Consumer,201903_Orders_2019_04_04_08_51_54.csv,201903
HR-14770,Hallie Redmond,Home Office,201903_Orders_2019_04_04_08_51_54.csv,201903
GW-14605,Giulietta Weimer,Consumer,201903_Orders_2019_04_04_08_51_54.csv,201903
KN-16705,Kristina Nunn,Home Office,201903_Orders_2019_04_04_08_51_54.csv,201903
NH-18610,Nicole Hansen,Corporate,201903_Orders_2019_04_04_08_51_54.csv,201903
AJ-10945,Ashley Jarboe,Consumer,201903_Orders_2019_04_04_08_51_54.csv,201903
JS-15595,Jill Stevenson,Corporate,201903_Orders_2019_04_04_08_51_54.csv,201903
SC-20020,Sam Craven,Consumer,201903_Orders_2019_04_04_08_51_54.csv,201903
EJ-14155,Eva Jacobs,Consumer,201903_Orders_2019_04_04_08_51_54.csv,201903
AP-10720,Anne Pryor,Home Office,201903_Orders_2019_04_04_08_51_54.csv,201903
SC-20095,Sanjit Chand,Consumer,201903_Orders_2019_04_04_08_51_54.csv,201903
CL-12565,Clay Ludtke,Consumer,201903_Orders_2019_04_04_08_51_54.csv,201903
AB-10150,Aimee Bixby,Consumer,201903_Orders_2019_04_04_08_51_54.csv,201903
CM-12715,Craig Molinari,Corporate,201903_Orders_2019_04_04_08_51_54.csv,201903
AB-10015,Aaron Bergman,Consumer,201903_Orders_2019_04_04_08_51_54.csv,201903
NP-18685,Nora Pelletier,Home Office,201903_Orders_2019_04_04_08_51_54.csv,201903
KT-16480,Kean Thornton,Consumer,201903_Orders_2019_04_04_08_51_54.csv,201903
SW-20275,Scott Williamson,Consumer,201903_Orders_2019_04_04_08_51_54.csv,201903
RB-19435,Richard Bierner,Consumer,201903_Orders_2019_04_04_08_51_54.csv,201903
FM-14215,Filia McAdams,Corporate,201903_Orders_2019_04_04_08_51_54.csv,201903
CK-12205,Chloris Kastensmidt,Consumer,201903_Orders_2019_04_04_08_51_54.csv,201903
KA-16525,Kelly Andreada,Consumer,201903_Orders_2019_04_04_08_51_54.csv,201903
CK-12325,Christine Kargatis,Home Office,201903_Orders_2019_04_04_08_51_54.csv,201903
VF-21715,Vicky Freymann,Home Office,201903_Orders_2019_04_07_08_14_44.csv,201903
DB-13060,Dave Brooks,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
SC-20380,Shahid Collister,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
HR-14770,Hallie Redmond,Home Office,201903_Orders_2019_04_07_08_14_44.csv,201903
GW-14605,Giulietta Weimer,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
KN-16705,Kristina Nunn,Home Office,201903_Orders_2019_04_07_08_14_44.csv,201903
NH-18610,Nicole Hansen,Corporate,201903_Orders_2019_04_07_08_14_44.csv,201903
AJ-10945,Ashley Jarboe,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
JS-15595,Jill Stevenson,Corporate,201903_Orders_2019_04_07_08_14_44.csv,201903
SC-20020,Sam Craven,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
EJ-14155,Eva Jacobs,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
AP-10720,Anne Pryor,Home Office,201903_Orders_2019_04_07_08_14_44.csv,201903
SC-20095,Sanjit Chand,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
CL-12565,Clay Ludtke,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
AB-10150,Aimee Bixby,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
CM-12715,Craig Molinari,Corporate,201903_Orders_2019_04_07_08_14_44.csv,201903
AB-10015,Aaron Bergman,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
NP-18685,Nora Pelletier,Home Office,201903_Orders_2019_04_07_08_14_44.csv,201903
KT-16480,Kean Thornton,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
SW-20275,Scott Williamson,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
RB-19435,Richard Bierner,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
FM-14215,Filia McAdams,Corporate,201903_Orders_2019_04_07_08_14_44.csv,201903
CK-12205,Chloris Kastensmidt,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
KA-16525,Kelly Andreada,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
CK-12325,Christine Kargatis,Home Office,201903_Orders_2019_04_07_08_14_44.csv,201903
DK-13225,Dean Katz,Corporate,201903_Orders_2019_04_07_08_14_44.csv,201903
NF-18475,Neil Französisch,Home Office,201903_Orders_2019_04_07_08_14_44.csv,201903
JF-15295,Jason Fortune-,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
RB-19465,Rick Bensley,Home Office,201903_Orders_2019_04_07_08_14_44.csv,201903
AS-10240,Alan Shonely,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
MH-17440,Mark Haberlin,Corporate,201903_Orders_2019_04_07_08_14_44.csv,201903
QJ-19255,Quincy Jones,Corporate,201903_Orders_2019_04_07_08_14_44.csv,201903
CP-12340,Christine Phan,Corporate,201903_Orders_2019_04_07_08_14_44.csv,201903
BN-11515,Bradley Nguyen,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
AZ-10750,Annie Zypern,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
SM-20320,Sean Miller,Home Office,201903_Orders_2019_04_07_08_14_44.csv,201903
SC-20050,Sample Company A,Home Office,201903_Orders_2019_04_07_08_14_44.csv,201903
EK-13795,Eileen Kiefer,Home Office,201903_Orders_2019_04_07_08_14_44.csv,201903
MC-17605,Matt Connell,Corporate,201903_Orders_2019_04_07_08_14_44.csv,201903
KH-16690,Kristen Hastings,Corporate,201903_Orders_2019_04_07_08_14_44.csv,201903
GM-14440,Gary McGarr,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
CB-12025,Cassandra Brandow,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
TS-21205,Thomas Seio,Corporate,201903_Orders_2019_04_07_08_14_44.csv,201903
BF-11275,Beth Fritzler,Corporate,201903_Orders_2019_04_07_08_14_44.csv,201903
CC-12685,Craig Carroll,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
VM-21835,Vivian Mathis,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
BG-11740,Bruce Geld,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
PO-18865,Patrick O'Donnell,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
MS-17710,Maurice Satty,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
CD-11920,Carlos Daly,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
CA-12265,Christina Anderson,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
CS-12505,Cindy Stewart,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
JD-15895,Jonathan Doherty,Corporate,201903_Orders_2019_04_07_08_14_44.csv,201903
DK-12835,Damala Kotsonis,Corporate,201903_Orders_2019_04_07_08_14_44.csv,201903
CV-12295,Christina VanderZanden,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
DR-12940,Daniel Raglin,Home Office,201903_Orders_2019_04_07_08_14_44.csv,201903
MP-18175,Mike Pelletier,Home Office,201903_Orders_2019_04_07_08_14_44.csv,201903
MG-18145,Mike Gockenbach,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
MP-17470,Mark Packer,Home Office,201903_Orders_2019_04_07_08_14_44.csv,201903
NC-18340,Nat Carroll,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
Dl-13600,Dorris liebe,Corporate,201903_Orders_2019_04_07_08_14_44.csv,201903
SG-20890,Susan Gilcrest,Corporate,201903_Orders_2019_04_07_08_14_44.csv,201903
KM-16720,Kunst Miller,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
GA-14725,Guy Armstrong,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
TG-21640,Trudy Glocke,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
KB-16240,Karen Bern,Corporate,201903_Orders_2019_04_07_08_14_44.csv,201903
DD-13570,Dorothy Dickinson,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
JO-15280,Jas O'Carroll,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
AA-10315,Alex Avila,Consumer,201903_Orders_2019_04_07_08_14_44.csv,201903
VF-21715,Vicky Freymann,Home Office,201903_Orders_2019_04_10_03_28_07.csv,201903
DB-13060,Dave Brooks,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
SC-20380,Shahid Collister,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
HR-14770,Hallie Redmond,Home Office,201903_Orders_2019_04_10_03_28_07.csv,201903
GW-14605,Giulietta Weimer,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
KN-16705,Kristina Nunn,Home Office,201903_Orders_2019_04_10_03_28_07.csv,201903
NH-18610,Nicole Hansen,Corporate,201903_Orders_2019_04_10_03_28_07.csv,201903
AJ-10945,Ashley Jarboe,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
JS-15595,Jill Stevenson,Corporate,201903_Orders_2019_04_10_03_28_07.csv,201903
SC-20020,Sam Craven,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
EJ-14155,Eva Jacobs,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
AP-10720,Anne Pryor,Home Office,201903_Orders_2019_04_10_03_28_07.csv,201903
SC-20095,Sanjit Chand,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
CL-12565,Clay Ludtke,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
AB-10150,Aimee Bixby,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
CM-12715,Craig Molinari,Corporate,201903_Orders_2019_04_10_03_28_07.csv,201903
AB-10015,Aaron Bergman,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
NP-18685,Nora Pelletier,Home Office,201903_Orders_2019_04_10_03_28_07.csv,201903
KT-16480,Kean Thornton,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
SW-20275,Scott Williamson,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
RB-19435,Richard Bierner,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
FM-14215,Filia McAdams,Corporate,201903_Orders_2019_04_10_03_28_07.csv,201903
CK-12205,Chloris Kastensmidt,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
KA-16525,Kelly Andreada,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
CK-12325,Christine Kargatis,Home Office,201903_Orders_2019_04_10_03_28_07.csv,201903
DK-13225,Dean Katz,Corporate,201903_Orders_2019_04_10_03_28_07.csv,201903
NF-18475,Neil Französisch,Home Office,201903_Orders_2019_04_10_03_28_07.csv,201903
JF-15295,Jason Fortune-,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
RB-19465,Rick Bensley,Home Office,201903_Orders_2019_04_10_03_28_07.csv,201903
AS-10240,Alan Shonely,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
MH-17440,Mark Haberlin,Corporate,201903_Orders_2019_04_10_03_28_07.csv,201903
QJ-19255,Quincy Jones,Corporate,201903_Orders_2019_04_10_03_28_07.csv,201903
CP-12340,Christine Phan,Corporate,201903_Orders_2019_04_10_03_28_07.csv,201903
BN-11515,Bradley Nguyen,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
AZ-10750,Annie Zypern,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
SM-20320,Sean Miller,Home Office,201903_Orders_2019_04_10_03_28_07.csv,201903
SC-20050,Sample Company A,Home Office,201903_Orders_2019_04_10_03_28_07.csv,201903
EK-13795,Eileen Kiefer,Home Office,201903_Orders_2019_04_10_03_28_07.csv,201903
MC-17605,Matt Connell,Corporate,201903_Orders_2019_04_10_03_28_07.csv,201903
KH-16690,Kristen Hastings,Corporate,201903_Orders_2019_04_10_03_28_07.csv,201903
GM-14440,Gary McGarr,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
CB-12025,Cassandra Brandow,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
TS-21205,Thomas Seio,Corporate,201903_Orders_2019_04_10_03_28_07.csv,201903
BF-11275,Beth Fritzler,Corporate,201903_Orders_2019_04_10_03_28_07.csv,201903
CC-12685,Craig Carroll,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
VM-21835,Vivian Mathis,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
BG-11740,Bruce Geld,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
PO-18865,Patrick O'Donnell,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
MS-17710,Maurice Satty,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
CD-11920,Carlos Daly,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
CA-12265,Christina Anderson,Consumer,201903_Orders_2019_04_10_03_28_07.csv,201903
